replicate,scientist_work,n,p_hat
11644,Doesn't benefit,13,0.26
11645,Doesn't benefit,14,0.28
11646,Doesn't benefit,10,0.2
11647,Doesn't benefit,5,0.1
11648,Doesn't benefit,7,0.14
11649,Doesn't benefit,7,0.14
11650,Doesn't benefit,9,0.18
11651,Doesn't benefit,10,0.2
11652,Doesn't benefit,8,0.16
11653,Doesn't benefit,9,0.18
11654,Doesn't benefit,8,0.16
11655,Doesn't benefit,8,0.16
11656,Doesn't benefit,11,0.22
11657,Doesn't benefit,12,0.24
11658,Doesn't benefit,11,0.22
11659,Doesn't benefit,8,0.16
11660,Doesn't benefit,10,0.2
11661,Doesn't benefit,9,0.18
11662,Doesn't benefit,9,0.18
11663,Doesn't benefit,15,0.3
11664,Doesn't benefit,6,0.12
11665,Doesn't benefit,12,0.24
11666,Doesn't benefit,13,0.26
11667,Doesn't benefit,9,0.18
11668,Doesn't benefit,8,0.16
11669,Doesn't benefit,10,0.2
11670,Doesn't benefit,12,0.24
11671,Doesn't benefit,7,0.14
11672,Doesn't benefit,10,0.2
11673,Doesn't benefit,10,0.2
11674,Doesn't benefit,12,0.24
11675,Doesn't benefit,8,0.16
11676,Doesn't benefit,14,0.28
11677,Doesn't benefit,12,0.24
11678,Doesn't benefit,16,0.32
11679,Doesn't benefit,11,0.22
11680,Doesn't benefit,13,0.26
11681,Doesn't benefit,10,0.2
11682,Doesn't benefit,8,0.16
11683,Doesn't benefit,10,0.2
11684,Doesn't benefit,6,0.12
11685,Doesn't benefit,12,0.24
11686,Doesn't benefit,14,0.28
11687,Doesn't benefit,12,0.24
11688,Doesn't benefit,10,0.2
11689,Doesn't benefit,12,0.24
11690,Doesn't benefit,13,0.26
11691,Doesn't benefit,12,0.24
11692,Doesn't benefit,9,0.18
11693,Doesn't benefit,13,0.26
11694,Doesn't benefit,7,0.14
11695,Doesn't benefit,11,0.22
11696,Doesn't benefit,11,0.22
11697,Doesn't benefit,7,0.14
11698,Doesn't benefit,8,0.16
11699,Doesn't benefit,13,0.26
11700,Doesn't benefit,16,0.32
11701,Doesn't benefit,10,0.2
11702,Doesn't benefit,12,0.24
11703,Doesn't benefit,11,0.22
11704,Doesn't benefit,15,0.3
11705,Doesn't benefit,8,0.16
11706,Doesn't benefit,18,0.36
11707,Doesn't benefit,13,0.26
11708,Doesn't benefit,8,0.16
11709,Doesn't benefit,7,0.14
11710,Doesn't benefit,7,0.14
11711,Doesn't benefit,12,0.24
11712,Doesn't benefit,5,0.1
11713,Doesn't benefit,9,0.18
11714,Doesn't benefit,10,0.2
11715,Doesn't benefit,12,0.24
11716,Doesn't benefit,9,0.18
11717,Doesn't benefit,9,0.18
11718,Doesn't benefit,11,0.22
11719,Doesn't benefit,9,0.18
11720,Doesn't benefit,5,0.1
11721,Doesn't benefit,13,0.26
11722,Doesn't benefit,11,0.22
11723,Doesn't benefit,13,0.26
11724,Doesn't benefit,10,0.2
11725,Doesn't benefit,9,0.18
11726,Doesn't benefit,15,0.3
11727,Doesn't benefit,12,0.24
11728,Doesn't benefit,12,0.24
11729,Doesn't benefit,14,0.28
11730,Doesn't benefit,18,0.36
11731,Doesn't benefit,9,0.18
11732,Doesn't benefit,8,0.16
11733,Doesn't benefit,10,0.2
11734,Doesn't benefit,15,0.3
11735,Doesn't benefit,8,0.16
11736,Doesn't benefit,10,0.2
11737,Doesn't benefit,9,0.18
11738,Doesn't benefit,12,0.24
11739,Doesn't benefit,9,0.18
11740,Doesn't benefit,13,0.26
11741,Doesn't benefit,7,0.14
11742,Doesn't benefit,8,0.16
11743,Doesn't benefit,12,0.24
11744,Doesn't benefit,10,0.2
11745,Doesn't benefit,10,0.2
11746,Doesn't benefit,8,0.16
11747,Doesn't benefit,6,0.12
11748,Doesn't benefit,10,0.2
11749,Doesn't benefit,11,0.22
11750,Doesn't benefit,12,0.24
11751,Doesn't benefit,10,0.2
11752,Doesn't benefit,11,0.22
11753,Doesn't benefit,12,0.24
11754,Doesn't benefit,8,0.16
11755,Doesn't benefit,5,0.1
11756,Doesn't benefit,6,0.12
11757,Doesn't benefit,11,0.22
11758,Doesn't benefit,11,0.22
11759,Doesn't benefit,7,0.14
11760,Doesn't benefit,6,0.12
11761,Doesn't benefit,9,0.18
11762,Doesn't benefit,9,0.18
11763,Doesn't benefit,10,0.2
11764,Doesn't benefit,14,0.28
11765,Doesn't benefit,13,0.26
11766,Doesn't benefit,6,0.12
11767,Doesn't benefit,11,0.22
11768,Doesn't benefit,9,0.18
11769,Doesn't benefit,12,0.24
11770,Doesn't benefit,9,0.18
11771,Doesn't benefit,10,0.2
11772,Doesn't benefit,10,0.2
11773,Doesn't benefit,9,0.18
11774,Doesn't benefit,11,0.22
11775,Doesn't benefit,11,0.22
11776,Doesn't benefit,9,0.18
11777,Doesn't benefit,17,0.34
11778,Doesn't benefit,10,0.2
11779,Doesn't benefit,10,0.2
11780,Doesn't benefit,16,0.32
11781,Doesn't benefit,11,0.22
11782,Doesn't benefit,11,0.22
11783,Doesn't benefit,14,0.28
11784,Doesn't benefit,9,0.18
11785,Doesn't benefit,9,0.18
11786,Doesn't benefit,8,0.16
11787,Doesn't benefit,11,0.22
11788,Doesn't benefit,7,0.14
11789,Doesn't benefit,12,0.24
11790,Doesn't benefit,11,0.22
11791,Doesn't benefit,13,0.26
11792,Doesn't benefit,11,0.22
11793,Doesn't benefit,12,0.24
11794,Doesn't benefit,12,0.24
11795,Doesn't benefit,9,0.18
11796,Doesn't benefit,15,0.3
11797,Doesn't benefit,6,0.12
11798,Doesn't benefit,9,0.18
11799,Doesn't benefit,5,0.1
11800,Doesn't benefit,11,0.22
11801,Doesn't benefit,13,0.26
11802,Doesn't benefit,10,0.2
11803,Doesn't benefit,10,0.2
11804,Doesn't benefit,8,0.16
11805,Doesn't benefit,14,0.28
11806,Doesn't benefit,7,0.14
11807,Doesn't benefit,12,0.24
11808,Doesn't benefit,13,0.26
11809,Doesn't benefit,8,0.16
11810,Doesn't benefit,10,0.2
11811,Doesn't benefit,6,0.12
11812,Doesn't benefit,12,0.24
11813,Doesn't benefit,11,0.22
11814,Doesn't benefit,11,0.22
11815,Doesn't benefit,11,0.22
11816,Doesn't benefit,7,0.14
11817,Doesn't benefit,14,0.28
11818,Doesn't benefit,8,0.16
11819,Doesn't benefit,10,0.2
11820,Doesn't benefit,13,0.26
11821,Doesn't benefit,10,0.2
11822,Doesn't benefit,8,0.16
11823,Doesn't benefit,14,0.28
11824,Doesn't benefit,9,0.18
11825,Doesn't benefit,6,0.12
11826,Doesn't benefit,9,0.18
11827,Doesn't benefit,11,0.22
11828,Doesn't benefit,7,0.14
11829,Doesn't benefit,9,0.18
11830,Doesn't benefit,14,0.28
11831,Doesn't benefit,7,0.14
11832,Doesn't benefit,7,0.14
11833,Doesn't benefit,11,0.22
11834,Doesn't benefit,13,0.26
11835,Doesn't benefit,10,0.2
11836,Doesn't benefit,14,0.28
11837,Doesn't benefit,7,0.14
11838,Doesn't benefit,8,0.16
11839,Doesn't benefit,15,0.3
11840,Doesn't benefit,13,0.26
11841,Doesn't benefit,9,0.18
11842,Doesn't benefit,13,0.26
11843,Doesn't benefit,14,0.28
11844,Doesn't benefit,11,0.22
11845,Doesn't benefit,11,0.22
11846,Doesn't benefit,13,0.26
11847,Doesn't benefit,14,0.28
11848,Doesn't benefit,7,0.14
11849,Doesn't benefit,13,0.26
11850,Doesn't benefit,8,0.16
11851,Doesn't benefit,10,0.2
11852,Doesn't benefit,6,0.12
11853,Doesn't benefit,12,0.24
11854,Doesn't benefit,10,0.2
11855,Doesn't benefit,7,0.14
11856,Doesn't benefit,9,0.18
11857,Doesn't benefit,8,0.16
11858,Doesn't benefit,14,0.28
11859,Doesn't benefit,13,0.26
11860,Doesn't benefit,5,0.1
11861,Doesn't benefit,9,0.18
11862,Doesn't benefit,8,0.16
11863,Doesn't benefit,7,0.14
11864,Doesn't benefit,9,0.18
11865,Doesn't benefit,5,0.1
11866,Doesn't benefit,8,0.16
11867,Doesn't benefit,8,0.16
11868,Doesn't benefit,9,0.18
11869,Doesn't benefit,10,0.2
11870,Doesn't benefit,5,0.1
11871,Doesn't benefit,13,0.26
11872,Doesn't benefit,11,0.22
11873,Doesn't benefit,17,0.34
11874,Doesn't benefit,11,0.22
11875,Doesn't benefit,13,0.26
11876,Doesn't benefit,14,0.28
11877,Doesn't benefit,9,0.18
11878,Doesn't benefit,11,0.22
11879,Doesn't benefit,6,0.12
11880,Doesn't benefit,13,0.26
11881,Doesn't benefit,6,0.12
11882,Doesn't benefit,13,0.26
11883,Doesn't benefit,9,0.18
11884,Doesn't benefit,9,0.18
11885,Doesn't benefit,5,0.1
11886,Doesn't benefit,10,0.2
11887,Doesn't benefit,7,0.14
11888,Doesn't benefit,8,0.16
11889,Doesn't benefit,15,0.3
11890,Doesn't benefit,15,0.3
11891,Doesn't benefit,14,0.28
11892,Doesn't benefit,6,0.12
11893,Doesn't benefit,11,0.22
11894,Doesn't benefit,8,0.16
11895,Doesn't benefit,9,0.18
11896,Doesn't benefit,12,0.24
11897,Doesn't benefit,14,0.28
11898,Doesn't benefit,13,0.26
11899,Doesn't benefit,8,0.16
11900,Doesn't benefit,6,0.12
11901,Doesn't benefit,14,0.28
11902,Doesn't benefit,9,0.18
11903,Doesn't benefit,10,0.2
11904,Doesn't benefit,11,0.22
11905,Doesn't benefit,11,0.22
11906,Doesn't benefit,14,0.28
11907,Doesn't benefit,11,0.22
11908,Doesn't benefit,17,0.34
11909,Doesn't benefit,11,0.22
11910,Doesn't benefit,7,0.14
11911,Doesn't benefit,10,0.2
11912,Doesn't benefit,9,0.18
11913,Doesn't benefit,8,0.16
11914,Doesn't benefit,12,0.24
11915,Doesn't benefit,7,0.14
11916,Doesn't benefit,14,0.28
11917,Doesn't benefit,4,0.08
11918,Doesn't benefit,14,0.28
11919,Doesn't benefit,12,0.24
11920,Doesn't benefit,8,0.16
11921,Doesn't benefit,16,0.32
11922,Doesn't benefit,12,0.24
11923,Doesn't benefit,10,0.2
11924,Doesn't benefit,17,0.34
11925,Doesn't benefit,12,0.24
11926,Doesn't benefit,13,0.26
11927,Doesn't benefit,8,0.16
11928,Doesn't benefit,9,0.18
11929,Doesn't benefit,9,0.18
11930,Doesn't benefit,8,0.16
11931,Doesn't benefit,15,0.3
11932,Doesn't benefit,13,0.26
11933,Doesn't benefit,13,0.26
11934,Doesn't benefit,9,0.18
11935,Doesn't benefit,6,0.12
11936,Doesn't benefit,9,0.18
11937,Doesn't benefit,10,0.2
11938,Doesn't benefit,8,0.16
11939,Doesn't benefit,10,0.2
11940,Doesn't benefit,11,0.22
11941,Doesn't benefit,11,0.22
11942,Doesn't benefit,4,0.08
11943,Doesn't benefit,10,0.2
11944,Doesn't benefit,5,0.1
11945,Doesn't benefit,11,0.22
11946,Doesn't benefit,8,0.16
11947,Doesn't benefit,9,0.18
11948,Doesn't benefit,10,0.2
11949,Doesn't benefit,13,0.26
11950,Doesn't benefit,9,0.18
11951,Doesn't benefit,9,0.18
11952,Doesn't benefit,9,0.18
11953,Doesn't benefit,11,0.22
11954,Doesn't benefit,7,0.14
11955,Doesn't benefit,15,0.3
11956,Doesn't benefit,11,0.22
11957,Doesn't benefit,8,0.16
11958,Doesn't benefit,6,0.12
11959,Doesn't benefit,10,0.2
11960,Doesn't benefit,8,0.16
11961,Doesn't benefit,12,0.24
11962,Doesn't benefit,5,0.1
11963,Doesn't benefit,12,0.24
11964,Doesn't benefit,9,0.18
11965,Doesn't benefit,8,0.16
11966,Doesn't benefit,12,0.24
11967,Doesn't benefit,12,0.24
11968,Doesn't benefit,13,0.26
11969,Doesn't benefit,10,0.2
11970,Doesn't benefit,6,0.12
11971,Doesn't benefit,15,0.3
11972,Doesn't benefit,9,0.18
11973,Doesn't benefit,4,0.08
11974,Doesn't benefit,12,0.24
11975,Doesn't benefit,12,0.24
11976,Doesn't benefit,7,0.14
11977,Doesn't benefit,7,0.14
11978,Doesn't benefit,10,0.2
11979,Doesn't benefit,8,0.16
11980,Doesn't benefit,4,0.08
11981,Doesn't benefit,9,0.18
11982,Doesn't benefit,16,0.32
11983,Doesn't benefit,10,0.2
11984,Doesn't benefit,14,0.28
11985,Doesn't benefit,9,0.18
11986,Doesn't benefit,14,0.28
11987,Doesn't benefit,12,0.24
11988,Doesn't benefit,5,0.1
11989,Doesn't benefit,11,0.22
11990,Doesn't benefit,15,0.3
11991,Doesn't benefit,12,0.24
11992,Doesn't benefit,7,0.14
11993,Doesn't benefit,10,0.2
11994,Doesn't benefit,7,0.14
11995,Doesn't benefit,13,0.26
11996,Doesn't benefit,6,0.12
11997,Doesn't benefit,9,0.18
11998,Doesn't benefit,8,0.16
11999,Doesn't benefit,11,0.22
12000,Doesn't benefit,4,0.08
12001,Doesn't benefit,11,0.22
12002,Doesn't benefit,8,0.16
12003,Doesn't benefit,12,0.24
12004,Doesn't benefit,11,0.22
12005,Doesn't benefit,11,0.22
12006,Doesn't benefit,11,0.22
12007,Doesn't benefit,16,0.32
12008,Doesn't benefit,7,0.14
12009,Doesn't benefit,7,0.14
12010,Doesn't benefit,6,0.12
12011,Doesn't benefit,4,0.08
12012,Doesn't benefit,11,0.22
12013,Doesn't benefit,8,0.16
12014,Doesn't benefit,9,0.18
12015,Doesn't benefit,10,0.2
12016,Doesn't benefit,6,0.12
12017,Doesn't benefit,7,0.14
12018,Doesn't benefit,11,0.22
12019,Doesn't benefit,10,0.2
12020,Doesn't benefit,10,0.2
12021,Doesn't benefit,8,0.16
12022,Doesn't benefit,8,0.16
12023,Doesn't benefit,7,0.14
12024,Doesn't benefit,11,0.22
12025,Doesn't benefit,14,0.28
12026,Doesn't benefit,18,0.36
12027,Doesn't benefit,8,0.16
12028,Doesn't benefit,6,0.12
12029,Doesn't benefit,14,0.28
12030,Doesn't benefit,9,0.18
12031,Doesn't benefit,9,0.18
12032,Doesn't benefit,8,0.16
12033,Doesn't benefit,12,0.24
12034,Doesn't benefit,11,0.22
12035,Doesn't benefit,6,0.12
12036,Doesn't benefit,10,0.2
12037,Doesn't benefit,8,0.16
12038,Doesn't benefit,8,0.16
12039,Doesn't benefit,8,0.16
12040,Doesn't benefit,9,0.18
12041,Doesn't benefit,10,0.2
12042,Doesn't benefit,5,0.1
12043,Doesn't benefit,8,0.16
12044,Doesn't benefit,10,0.2
12045,Doesn't benefit,5,0.1
12046,Doesn't benefit,12,0.24
12047,Doesn't benefit,11,0.22
12048,Doesn't benefit,10,0.2
12049,Doesn't benefit,11,0.22
12050,Doesn't benefit,10,0.2
12051,Doesn't benefit,6,0.12
12052,Doesn't benefit,15,0.3
12053,Doesn't benefit,14,0.28
12054,Doesn't benefit,6,0.12
12055,Doesn't benefit,9,0.18
12056,Doesn't benefit,9,0.18
12057,Doesn't benefit,18,0.36
12058,Doesn't benefit,13,0.26
12059,Doesn't benefit,10,0.2
12060,Doesn't benefit,10,0.2
12061,Doesn't benefit,13,0.26
12062,Doesn't benefit,10,0.2
12063,Doesn't benefit,6,0.12
12064,Doesn't benefit,13,0.26
12065,Doesn't benefit,9,0.18
12066,Doesn't benefit,11,0.22
12067,Doesn't benefit,8,0.16
12068,Doesn't benefit,9,0.18
12069,Doesn't benefit,4,0.08
12070,Doesn't benefit,12,0.24
12071,Doesn't benefit,12,0.24
12072,Doesn't benefit,7,0.14
12073,Doesn't benefit,12,0.24
12074,Doesn't benefit,12,0.24
12075,Doesn't benefit,7,0.14
12076,Doesn't benefit,6,0.12
12077,Doesn't benefit,10,0.2
12078,Doesn't benefit,10,0.2
12079,Doesn't benefit,14,0.28
12080,Doesn't benefit,13,0.26
12081,Doesn't benefit,9,0.18
12082,Doesn't benefit,9,0.18
12083,Doesn't benefit,12,0.24
12084,Doesn't benefit,9,0.18
12085,Doesn't benefit,11,0.22
12086,Doesn't benefit,15,0.3
12087,Doesn't benefit,7,0.14
12088,Doesn't benefit,9,0.18
12089,Doesn't benefit,9,0.18
12090,Doesn't benefit,9,0.18
12091,Doesn't benefit,14,0.28
12092,Doesn't benefit,10,0.2
12093,Doesn't benefit,7,0.14
12094,Doesn't benefit,9,0.18
12095,Doesn't benefit,13,0.26
12096,Doesn't benefit,5,0.1
12097,Doesn't benefit,13,0.26
12098,Doesn't benefit,9,0.18
12099,Doesn't benefit,7,0.14
12100,Doesn't benefit,14,0.28
12101,Doesn't benefit,12,0.24
12102,Doesn't benefit,7,0.14
12103,Doesn't benefit,10,0.2
12104,Doesn't benefit,10,0.2
12105,Doesn't benefit,9,0.18
12106,Doesn't benefit,10,0.2
12107,Doesn't benefit,13,0.26
12108,Doesn't benefit,9,0.18
12109,Doesn't benefit,12,0.24
12110,Doesn't benefit,10,0.2
12111,Doesn't benefit,10,0.2
12112,Doesn't benefit,9,0.18
12113,Doesn't benefit,10,0.2
12114,Doesn't benefit,7,0.14
12115,Doesn't benefit,14,0.28
12116,Doesn't benefit,14,0.28
12117,Doesn't benefit,10,0.2
12118,Doesn't benefit,9,0.18
12119,Doesn't benefit,11,0.22
12120,Doesn't benefit,10,0.2
12121,Doesn't benefit,7,0.14
12122,Doesn't benefit,3,0.06
12123,Doesn't benefit,11,0.22
12124,Doesn't benefit,10,0.2
12125,Doesn't benefit,9,0.18
12126,Doesn't benefit,8,0.16
12127,Doesn't benefit,7,0.14
12128,Doesn't benefit,11,0.22
12129,Doesn't benefit,10,0.2
12130,Doesn't benefit,8,0.16
12131,Doesn't benefit,8,0.16
12132,Doesn't benefit,13,0.26
12133,Doesn't benefit,8,0.16
12134,Doesn't benefit,8,0.16
12135,Doesn't benefit,11,0.22
12136,Doesn't benefit,7,0.14
12137,Doesn't benefit,13,0.26
12138,Doesn't benefit,11,0.22
12139,Doesn't benefit,12,0.24
12140,Doesn't benefit,8,0.16
12141,Doesn't benefit,13,0.26
12142,Doesn't benefit,11,0.22
12143,Doesn't benefit,5,0.1
12144,Doesn't benefit,6,0.12
12145,Doesn't benefit,5,0.1
12146,Doesn't benefit,11,0.22
12147,Doesn't benefit,13,0.26
12148,Doesn't benefit,12,0.24
12149,Doesn't benefit,10,0.2
12150,Doesn't benefit,13,0.26
12151,Doesn't benefit,9,0.18
12152,Doesn't benefit,9,0.18
12153,Doesn't benefit,15,0.3
12154,Doesn't benefit,9,0.18
12155,Doesn't benefit,10,0.2
12156,Doesn't benefit,14,0.28
12157,Doesn't benefit,10,0.2
12158,Doesn't benefit,12,0.24
12159,Doesn't benefit,11,0.22
12160,Doesn't benefit,12,0.24
12161,Doesn't benefit,13,0.26
12162,Doesn't benefit,7,0.14
12163,Doesn't benefit,10,0.2
12164,Doesn't benefit,6,0.12
12165,Doesn't benefit,7,0.14
12166,Doesn't benefit,11,0.22
12167,Doesn't benefit,6,0.12
12168,Doesn't benefit,14,0.28
12169,Doesn't benefit,14,0.28
12170,Doesn't benefit,11,0.22
12171,Doesn't benefit,12,0.24
12172,Doesn't benefit,7,0.14
12173,Doesn't benefit,5,0.1
12174,Doesn't benefit,7,0.14
12175,Doesn't benefit,12,0.24
12176,Doesn't benefit,6,0.12
12177,Doesn't benefit,12,0.24
12178,Doesn't benefit,4,0.08
12179,Doesn't benefit,11,0.22
12180,Doesn't benefit,7,0.14
12181,Doesn't benefit,12,0.24
12182,Doesn't benefit,9,0.18
12183,Doesn't benefit,9,0.18
12184,Doesn't benefit,14,0.28
12185,Doesn't benefit,11,0.22
12186,Doesn't benefit,10,0.2
12187,Doesn't benefit,13,0.26
12188,Doesn't benefit,7,0.14
12189,Doesn't benefit,6,0.12
12190,Doesn't benefit,11,0.22
12191,Doesn't benefit,9,0.18
12192,Doesn't benefit,10,0.2
12193,Doesn't benefit,9,0.18
12194,Doesn't benefit,8,0.16
12195,Doesn't benefit,8,0.16
12196,Doesn't benefit,9,0.18
12197,Doesn't benefit,8,0.16
12198,Doesn't benefit,13,0.26
12199,Doesn't benefit,12,0.24
12200,Doesn't benefit,9,0.18
12201,Doesn't benefit,11,0.22
12202,Doesn't benefit,9,0.18
12203,Doesn't benefit,10,0.2
12204,Doesn't benefit,12,0.24
12205,Doesn't benefit,11,0.22
12206,Doesn't benefit,14,0.28
12207,Doesn't benefit,11,0.22
12208,Doesn't benefit,9,0.18
12209,Doesn't benefit,6,0.12
12210,Doesn't benefit,6,0.12
12211,Doesn't benefit,5,0.1
12212,Doesn't benefit,11,0.22
12213,Doesn't benefit,10,0.2
12214,Doesn't benefit,12,0.24
12215,Doesn't benefit,8,0.16
12216,Doesn't benefit,12,0.24
12217,Doesn't benefit,9,0.18
12218,Doesn't benefit,10,0.2
12219,Doesn't benefit,11,0.22
12220,Doesn't benefit,10,0.2
12221,Doesn't benefit,5,0.1
12222,Doesn't benefit,12,0.24
12223,Doesn't benefit,9,0.18
12224,Doesn't benefit,12,0.24
12225,Doesn't benefit,9,0.18
12226,Doesn't benefit,7,0.14
12227,Doesn't benefit,14,0.28
12228,Doesn't benefit,8,0.16
12229,Doesn't benefit,10,0.2
12230,Doesn't benefit,6,0.12
12231,Doesn't benefit,12,0.24
12232,Doesn't benefit,9,0.18
12233,Doesn't benefit,8,0.16
12234,Doesn't benefit,7,0.14
12235,Doesn't benefit,8,0.16
12236,Doesn't benefit,8,0.16
12237,Doesn't benefit,12,0.24
12238,Doesn't benefit,6,0.12
12239,Doesn't benefit,15,0.3
12240,Doesn't benefit,12,0.24
12241,Doesn't benefit,13,0.26
12242,Doesn't benefit,11,0.22
12243,Doesn't benefit,10,0.2
12244,Doesn't benefit,8,0.16
12245,Doesn't benefit,11,0.22
12246,Doesn't benefit,12,0.24
12247,Doesn't benefit,13,0.26
12248,Doesn't benefit,12,0.24
12249,Doesn't benefit,8,0.16
12250,Doesn't benefit,10,0.2
12251,Doesn't benefit,12,0.24
12252,Doesn't benefit,12,0.24
12253,Doesn't benefit,14,0.28
12254,Doesn't benefit,16,0.32
12255,Doesn't benefit,6,0.12
12256,Doesn't benefit,13,0.26
12257,Doesn't benefit,10,0.2
12258,Doesn't benefit,9,0.18
12259,Doesn't benefit,12,0.24
12260,Doesn't benefit,13,0.26
12261,Doesn't benefit,13,0.26
12262,Doesn't benefit,11,0.22
12263,Doesn't benefit,8,0.16
12264,Doesn't benefit,10,0.2
12265,Doesn't benefit,10,0.2
12266,Doesn't benefit,15,0.3
12267,Doesn't benefit,11,0.22
12268,Doesn't benefit,9,0.18
12269,Doesn't benefit,6,0.12
12270,Doesn't benefit,11,0.22
12271,Doesn't benefit,14,0.28
12272,Doesn't benefit,8,0.16
12273,Doesn't benefit,7,0.14
12274,Doesn't benefit,14,0.28
12275,Doesn't benefit,13,0.26
12276,Doesn't benefit,10,0.2
12277,Doesn't benefit,9,0.18
12278,Doesn't benefit,11,0.22
12279,Doesn't benefit,16,0.32
12280,Doesn't benefit,10,0.2
12281,Doesn't benefit,9,0.18
12282,Doesn't benefit,7,0.14
12283,Doesn't benefit,9,0.18
12284,Doesn't benefit,13,0.26
12285,Doesn't benefit,9,0.18
12286,Doesn't benefit,8,0.16
12287,Doesn't benefit,6,0.12
12288,Doesn't benefit,6,0.12
12289,Doesn't benefit,10,0.2
12290,Doesn't benefit,11,0.22
12291,Doesn't benefit,8,0.16
12292,Doesn't benefit,7,0.14
12293,Doesn't benefit,16,0.32
12294,Doesn't benefit,6,0.12
12295,Doesn't benefit,7,0.14
12296,Doesn't benefit,7,0.14
12297,Doesn't benefit,15,0.3
12298,Doesn't benefit,6,0.12
12299,Doesn't benefit,13,0.26
12300,Doesn't benefit,8,0.16
12301,Doesn't benefit,10,0.2
12302,Doesn't benefit,11,0.22
12303,Doesn't benefit,15,0.3
12304,Doesn't benefit,10,0.2
12305,Doesn't benefit,8,0.16
12306,Doesn't benefit,16,0.32
12307,Doesn't benefit,15,0.3
12308,Doesn't benefit,6,0.12
12309,Doesn't benefit,10,0.2
12310,Doesn't benefit,9,0.18
12311,Doesn't benefit,10,0.2
12312,Doesn't benefit,10,0.2
12313,Doesn't benefit,6,0.12
12314,Doesn't benefit,15,0.3
12315,Doesn't benefit,6,0.12
12316,Doesn't benefit,11,0.22
12317,Doesn't benefit,9,0.18
12318,Doesn't benefit,8,0.16
12319,Doesn't benefit,6,0.12
12320,Doesn't benefit,9,0.18
12321,Doesn't benefit,7,0.14
12322,Doesn't benefit,13,0.26
12323,Doesn't benefit,7,0.14
12324,Doesn't benefit,11,0.22
12325,Doesn't benefit,11,0.22
12326,Doesn't benefit,12,0.24
12327,Doesn't benefit,10,0.2
12328,Doesn't benefit,7,0.14
12329,Doesn't benefit,8,0.16
12330,Doesn't benefit,9,0.18
12331,Doesn't benefit,17,0.34
12332,Doesn't benefit,7,0.14
12333,Doesn't benefit,13,0.26
12334,Doesn't benefit,8,0.16
12335,Doesn't benefit,8,0.16
12336,Doesn't benefit,11,0.22
12337,Doesn't benefit,8,0.16
12338,Doesn't benefit,15,0.3
12339,Doesn't benefit,13,0.26
12340,Doesn't benefit,16,0.32
12341,Doesn't benefit,10,0.2
12342,Doesn't benefit,14,0.28
12343,Doesn't benefit,8,0.16
12344,Doesn't benefit,12,0.24
12345,Doesn't benefit,11,0.22
12346,Doesn't benefit,10,0.2
12347,Doesn't benefit,16,0.32
12348,Doesn't benefit,10,0.2
12349,Doesn't benefit,10,0.2
12350,Doesn't benefit,6,0.12
